ID,Label,Therapist_Words_in_Transcript/Conversation_Per_Turn,Client_Words_in_Transcript/Conversation_Per_Turn,Ratio_of_Therapist_Client_Words_in_Transcript/Conversation_Per_Turn,Client_Questions_in_Transcript/Conversation_Per_Turn,Therapist_Questions_in_Transcript/Conversation_Per_Turn,Ratio_of_Client_Question/ Therapist_Questions_in_Transcript/Conversation_Per_Turn,Client_Turns_in_Transcript/Conversation,Therapist_Turns_in_Transcript/Conversation,Ratio_of_Client_Therapist_Turns_in_Transcript/Conversation,Average_Speaking_Time_of_Each_Speaker_in_Transcript/Conversation_Per_Turn,STD_Therapist_Words_in_Transcript/Conversation,Skew_Therapist_Words_in_Transcript/Conversation,Kurt_Therapist_Words_in_Transcript/Conversation,STD_Client_Words_in_Transcript/Conversation,Skew_Client_Words_in_Transcript/Conversation,Kurt_Client_Words_in_Transcript/Conversation,MODEL_A_Sem_All_Avg,MODEL_A_Sem_All_SD,MODEL_A_Sem_All_Skew,MODEL_A_Sem_All_Kurt,MODEL_A_Sem_Adj_Avg,MODEL_A_Sem_Adj_SD,MODEL_A_Sem_Adj_Skew,MODEL_A_Sem_Adj_Kurt,MODEL_B_Sem_All_Avg,MODEL_B_Sem_All_SD,MODEL_B_Sem_All_Skew,MODEL_B_Sem_All_Kurt,MODEL_B_Sem_Adj_Avg,MODEL_B_Sem_Adj_SD,MODEL_B_Sem_Adj_Skew,MODEL_B_Sem_Adj_Kurt,MODEL_C_Sem_All_Avg,MODEL_C_Sem_All_SD,MODEL_C_Sem_All_Skew,MODEL_C_Sem_All_Kurt,MODEL_C_Sem_Adj_Avg,MODEL_C_Sem_Adj_SD,MODEL_C_Sem_Adj_Skew,MODEL_C_Sem_Adj_Kurt,Overall_Sentiment_of_Client,Change_in_Client_Sentiment_in_Transcript/Conversation,Engagement
high_051,high,18.58928571,10.01818182,1.855554835,0.126126126,0.378378378,0.333333333,55,56,1.018181818,6.563976303,16.64580404,2.52826955,8.508823396,10.76429439,1.261173183,0.984612821,0.264185861,0.183569376,0.857096604,1.22674713,0.284168207,0.167409673,0.216096744,-0.229871162,0.724989501,0.071190305,0.394632709,0.834705903,0.71372283,0.068719169,0.062591937,-0.665530405,0.340170689,0.155291869,1.089091173,1.603546275,0.339996201,0.124091557,0.686312156,-0.258953303,1,27,1
high_052,high,32.19230769,29.73076923,1.082794308,0.384615385,0.442307692,0.869565217,26,26,1,5.528812785,36.74672147,1.347684536,0.606555775,31.3580072,1.026043286,-0.355202179,0.313358487,0.195363894,0.689869911,0.202561754,0.304565996,0.159572229,0.730916207,-0.25616128,0.753751128,0.070827445,-0.043610719,-0.249908033,0.732509614,0.057085319,-0.276084302,-0.405041523,0.312135789,0.133098255,0.452554711,0.434732347,0.282089381,0.122755507,0.423305804,-0.227761512,1,14,1
high_053,high,44.13333333,12,3.677777778,0.133333333,0.883333333,0.150943396,30,30,1,4.091208,29.07627702,0.408723697,-1.070603099,17.72199101,3.021644026,10.9115838,0.275605097,0.205701629,0.842362518,0.402804496,0.219165156,0.18273079,0.717455332,-0.195171563,0.745811357,0.070792625,0.169620198,-0.142387971,0.72330812,0.067668509,0.286269195,-0.745314987,0.305226065,0.165855204,0.941925973,1.289137309,0.25623381,0.121135171,0.290668403,-0.348900894,1,9,1
high_054,high,45.78571429,7.851851852,5.831199461,0.072727273,0.6,0.121212121,27,28,1.037037037,,45.28703285,1.131884039,0.519065929,5.946580813,1.066050502,1.383648683,0.26570049,0.197751289,1.001190046,0.900724841,0.211872978,0.144131162,0.392143244,-0.39091241,0.718387231,0.07498139,0.405113354,0.420916278,0.699900085,0.074960643,0.166397262,-0.309723636,0.292618673,0.158323428,0.910102666,1.392050912,0.249706653,0.138311049,0.777004381,-0.164430702,2,9,1
high_055,high,31.61111111,45.11111111,0.700738916,0.694444444,0.5,1.388888889,18,18,1,5.078660079,15.15464941,0.282487013,-1.319641261,31.79509561,0.853825559,-0.240924991,0.297944613,0.161933548,0.617070736,0.112883268,0.288889223,0.155719048,0.773070532,1.505148834,0.748512188,0.060534007,-0.374953167,0.293959379,0.739653105,0.067234288,-0.125485465,0.713951527,0.264020156,0.134479817,0.441584464,0.531933496,0.298857548,0.16508339,0.321269011,0.149639552,1,11,0
high_056,high,59.31578947,40.52631579,1.463636364,0.342105263,0.815789474,0.419354839,19,19,1,4.349924528,47.06502905,1.120679753,0.454133489,33.76449223,0.67713842,-0.414225546,0.359579599,0.227450382,0.47471064,-0.50527569,0.403983185,0.249250349,0.016689051,-1.030306137,0.760067802,0.077887661,-0.339876856,-0.482456315,0.77118462,0.074628716,-0.38407368,-0.694790098,0.30015076,0.147550879,0.447647772,0.146993659,0.345863602,0.129445546,0.435801032,-0.84957799,2,10,1
high_057,high,31.40540541,21.47222222,1.462606203,0.260273973,0.369863014,0.703703704,36,37,1.027777778,5.283626415,27.45446681,1.125676242,0.36636355,19.22124734,0.675068499,-0.719361484,0.276489837,0.194458166,0.601693109,-0.197000837,0.327471876,0.200788804,0.126650158,-0.741724605,0.731891502,0.06729892,0.25645345,-0.345690022,0.747356144,0.076026894,0.057083618,-0.990190878,0.269522761,0.150574374,0.840996836,0.933624784,0.299084104,0.164022421,-0.005772897,-0.946059008,1,18,1
high_058,high,22.21052632,16.31578947,1.361290323,0.131578947,0.394736842,0.333333333,57,57,1,5.742568493,23.21847851,2.440430254,8.385255788,17.83070976,1.154530383,0.225327346,0.269781307,0.19554384,0.84521492,1.045118108,0.290513566,0.197693877,0.514303359,0.06739356,0.730664021,0.072166782,0.569267237,0.727930713,0.718228798,0.068601513,0.463395565,-0.240378293,0.31821946,0.161198985,1.206561912,2.40098274,0.295981994,0.143542558,1.016117269,0.974039287,1,31,1
high_059,high,29.05128205,30.65789474,0.947595466,0.181818182,0.493506494,0.368421053,38,39,1.026315789,4.971648026,33.06608114,1.883699464,3.094372845,33.76330674,1.596172608,2.007843402,0.266698161,0.194666418,0.956190146,1.093234359,0.296310286,0.20453799,0.250404113,-0.763930997,0.730387842,0.071186372,0.265471592,0.19779982,0.728291217,0.071741191,0.419287689,-0.793918667,0.298828185,0.140015909,0.987997061,2.290938637,0.316081373,0.147112122,0.294562304,-0.536404283,1,16,1
high_060,high,27.52941176,41.39393939,0.665058996,0.746268657,0.313432836,2.380952381,33,34,1.03030303,4.373375,26.91089145,1.13726881,0.346642683,41.11944445,0.851455355,-0.349100597,0.289165113,0.213413807,0.867490662,0.437554874,0.283849392,0.203031345,0.894539879,0.503166869,0.736713481,0.073479143,0.212383445,-0.116985908,0.732212757,0.072550043,0.078800801,-0.580467015,0.304729562,0.143506129,0.989815781,2.48065587,0.311039487,0.134425932,0.488061261,0.058026949,1,15,1
high_061,high,22.72727273,20.81818182,1.091703057,0.236363636,0.327272727,0.722222222,55,55,1,5.230159236,23.02692027,1.646169014,4.665555635,21.31256881,1.133805044,0.414994904,0.277356933,0.205492916,0.822598418,0.596118378,0.227944479,0.168820989,0.618251342,0.282205332,0.73572625,0.070552623,0.254231905,0.261846333,0.721257194,0.0668845,0.321845567,-0.134183638,0.309793021,0.16332079,1.262960862,2.228275369,0.281276609,0.135428342,1.295117167,1.771336908,1,30,1
high_062,high,15.83783784,19.37837838,0.817294282,0.22972973,0.081081081,2.833333333,37,37,1,,13.64940681,1.379944167,1.520932581,37.61526829,3.29151415,10.91489877,0.311195648,0.182091903,0.95428193,1.892791104,0.309748939,0.210198957,0.765714328,0.383673531,0.725444285,0.07657548,0.440046468,0.885923399,0.704594955,0.078957882,0.190953988,0.087393737,0.331585339,0.16180649,1.214979113,2.478342247,0.318529202,0.14243924,0.968471524,0.940705043,1,20,0
high_063,high,28.25373134,16.08955224,1.756029685,0.253731343,0.507462687,0.5,67,67,1,7.103854167,33.76852725,1.808205969,3.139019302,24.2016349,4.214884911,23.98062805,0.280658637,0.205533431,0.928287512,0.800803658,0.266933401,0.187055303,0.662079599,0.419789641,0.734539139,0.069389972,0.327515785,0.560554821,0.715478664,0.065589768,0.073088341,-0.631235825,0.314207644,0.164416965,1.106128123,2.128821074,0.273280498,0.12540095,0.870127546,1.095759476,2,21,1
high_064,high,23.78947368,21.32432432,1.115602695,0.293333333,0.386666667,0.75862069,37,38,1.027027027,7.21209465,31.34477662,1.80549217,3.757080225,20.13710513,1.835740497,4.025330845,0.293123037,0.210919996,1.042324144,1.389546863,0.251120738,0.16503384,0.676876618,0.158919653,0.727620639,0.078893969,0.696559656,1.17650374,0.691041959,0.067167675,0.398068239,-0.741564645,0.313944397,0.181667463,1.564445809,2.996040434,0.245895136,0.092787027,0.313898701,-0.188572714,1,22,1
high_065,high,31.02325581,11.85714286,2.616419165,0.129411765,0.329411765,0.392857143,42,43,1.023809524,4.084458937,32.63323486,0.964127492,-0.194416053,13.82393017,2.175179348,5.254348602,0.259550185,0.193970692,0.900166515,1.14408916,0.281256453,0.179776266,0.239824241,0.162775518,0.732274219,0.068374832,0.47391976,0.80762361,0.731777612,0.069688237,0.030829045,-0.67306434,0.303449761,0.16634391,1.188824051,2.222654996,0.316427784,0.167985914,0.519705442,-0.330767132,1,11,1
high_066,high,12,19.44444444,0.617142857,0.083333333,0.083333333,1,54,54,1,,15.97403554,2.56971488,7.749827528,23.07221368,3.08230943,13.45772785,0.288523853,0.173194176,0.671841361,0.783372031,0.272217426,0.161072209,0.575791384,0.552461212,0.726701401,0.071151718,0.169181529,0.097888094,0.703329907,0.06703572,0.19957232,-0.440782391,0.324322749,0.158596027,0.905101954,1.109927504,0.268078793,0.121765901,0.87299963,0.749725067,1,29,1
high_067,high,58.23333333,16.9,3.445759369,0.116666667,0.883333333,0.132075472,30,30,1,4.582343085,81.09410597,1.782251503,2.669694003,32.1680394,4.615324241,23.3885814,0.230231784,0.182372353,1.295189979,2.347858682,0.254443479,0.169912223,0.485062375,-0.810869776,0.719599801,0.070560169,0.187682942,-0.120621213,0.719154854,0.08017676,0.059363536,-0.265561849,0.294477496,0.137465339,0.535682754,0.556343123,0.313524774,0.171169614,0.376857769,-0.845241487,2,10,1
high_068,high,29.05128205,30.65789474,0.947595466,0.181818182,0.493506494,0.368421053,38,39,1.026315789,5.60194586,33.06608114,1.883699464,3.094372845,33.76330674,1.596172608,2.007843402,0.266698161,0.194666418,0.956190146,1.093234359,0.296310286,0.20453799,0.250404113,-0.763930997,0.730387842,0.071186372,0.265471592,0.19779982,0.728291217,0.071741191,0.419287689,-0.793918667,0.298828185,0.140015909,0.987997061,2.290938637,0.316081373,0.147112122,0.294562304,-0.536404283,1,16,1
high_069,high,25.98275862,21.74137931,1.195083267,0.370689655,0.396551724,0.934782609,58,58,1,5.341301333,37.34452748,2.114129125,4.102133918,20.18733348,1.127984438,0.312892501,0.258802446,0.195256494,0.973805404,1.442444749,0.232623712,0.177146349,0.466245896,0.001862253,0.734399847,0.069847919,0.442331599,0.911943384,0.725809757,0.073911575,0.179032466,-0.838853687,0.288152552,0.162173308,1.23246395,2.988740062,0.277009733,0.140223495,0.463380778,0.247897826,1,31,1
high_070,high,26.2,18.19047619,1.440314136,0.3359375,0.3203125,1.048780488,63,65,1.031746032,6.119830688,23.98384873,1.488430393,1.711572366,17.98463246,1.115658753,0.380027822,0.256396455,0.169604322,0.783626129,0.96865914,0.311050713,0.20128332,0.505181223,-0.358735923,0.723042615,0.07755574,0.115459653,-0.32435821,0.739561169,0.088036234,0.133853174,-1.119887141,0.283361169,0.15329846,0.886852991,1.19691994,0.338242432,0.174860231,0.277316291,-0.940189546,1,24,1
high_071,high,25.37142857,15.65714286,1.620437956,0.228571429,0.392857143,0.581818182,70,70,1,4.646604167,39.13713216,4.067226645,21.70982372,21.34253813,1.666338044,1.769948783,0.268478279,0.196648812,0.891671639,0.870162417,0.251210392,0.189144403,0.720231609,0.27338045,0.721463913,0.069188915,0.237741135,0.361648871,0.709192109,0.071339642,0.27233491,-0.350901529,0.312088133,0.167803829,1.000156396,1.440415779,0.280145638,0.13533187,0.573870506,0.89976685,1,30,1
high_072,high,12.3125,44.5625,0.276297335,0.1875,0.125,1.5,16,16,1,4.522222749,8.784218804,0.20024244,-1.167904574,42.27366201,1.855421567,4.034780617,0.273761837,0.159494966,0.36444142,-0.088166106,0.314028355,0.141212002,0.155420106,-0.534471249,0.75613358,0.073346383,-0.372440607,-0.365458754,0.74079935,0.075055776,-0.481032422,-0.692306035,0.316518933,0.137610722,0.308487971,-0.179436237,0.321721752,0.120323668,0.062262056,-0.762928694,1,12,1
high_073,high,11.01818182,14.20754717,0.775516117,0.25,0.074074074,3.375,53,55,1.037735849,,7.849253112,0.754609429,-0.225931011,17.6573786,2.371527808,6.30702564,0.276607651,0.173498824,0.843023087,1.189311666,0.344824406,0.205609141,0.587729983,-0.059666511,0.729105697,0.071500936,0.046372917,0.103548416,0.721863373,0.066046551,-0.051278967,-0.838171952,0.333313173,0.149902165,0.773284412,0.944241842,0.324509061,0.131952413,0.851213963,0.840126493,1,32,1
high_075,high,24,26.35483871,0.910648715,0.282258065,0.10483871,2.692307692,62,62,1,,28.57604178,1.757846584,2.719145039,28.88989657,1.37497583,0.864601227,0.255271075,0.184471224,0.839534482,0.678012637,0.272233882,0.184978534,0.637105579,0.024477857,0.734344578,0.066368196,0.266711819,0.308000715,0.717739058,0.06149803,0.297482914,-0.066630733,0.296300146,0.152800163,0.879196911,0.98673273,0.272963473,0.122819392,0.852068499,2.193941922,1,21,1
high_077,high,33.76315789,24.37837838,1.38496324,0.223684211,0.605263158,0.369565217,37,38,1.054054054,5.742568493,35.17864387,2.377058658,6.881599186,18.0606253,0.58590545,-0.710148376,0.282610553,0.171650555,0.493401331,-0.148531664,0.333520901,0.191633853,0.523236708,-0.276735774,0.742072009,0.065028747,-0.052876181,-0.296082724,0.747628752,0.072105161,0.077912182,-0.643894253,0.288330723,0.132433575,0.568611847,0.404382305,0.318618391,0.146615829,0.642297286,-0.142529281,1,21,1
high_078,high,29.94736842,20.71698113,1.445546927,0.378378378,0.378378378,1,53,57,1.094339623,6.119830688,23.31187699,1.319864393,1.578090727,19.20073853,0.88306373,-0.29279476,0.269400477,0.170661202,0.5182329,0.152111809,0.314128262,0.189337614,0.173488515,-0.597824547,0.740018183,0.071719012,0.042376453,-0.469373529,0.753920324,0.083394901,-0.087933511,-1.074467031,0.282305423,0.150206288,0.702362995,0.577730746,0.350027331,0.171186888,0.066457948,-1.0886386,1,23,1
high_079,high,41.48484848,27.77419355,1.493647274,0.769230769,0.907692308,0.847457627,31,33,1.096774194,5.517236842,33.39079328,1.044939909,0.46620024,26.69045982,1.652220132,3.076798488,0.303089912,0.188503664,0.58171976,0.074222205,0.342572339,0.189931602,0.481581576,-0.54731799,0.744045202,0.06743241,-0.213336904,-0.220280687,0.77279832,0.066669055,-0.610336426,0.11057575,0.28772824,0.137617309,0.63088272,0.450870857,0.363668009,0.151576258,-0.030473945,-0.910930609,2,20,1
high_080,high,50.8125,24.2,2.099690083,0.125,0.71875,0.173913043,15,16,1.133333333,5.168159509,39.51914093,0.896996226,-0.093163439,16.02319747,-0.078729654,-1.478040527,0.333733545,0.198058472,0.33953663,-0.295757826,0.352589331,0.195383822,-0.418616765,-0.89870301,0.756292554,0.071560804,0.028861951,-0.540707632,0.751736147,0.066947717,-0.204179513,-0.360426009,0.307513251,0.163829259,0.668603245,-0.448839089,0.311799646,0.156540984,0.45957773,-0.874380399,1,12,1
high_081,high,38.5,47.28571429,0.814199396,1.0625,1.1875,0.894736842,7,8,1.285714286,4.679047619,33.54740782,1.580466779,1.688735702,28.83120003,-0.223631329,0.069521212,0.347236872,0.247482295,0.530591672,-0.408715143,0.460676506,0.230733078,-0.059929279,-0.580760275,0.777664926,0.071797905,-0.173417906,-0.906294262,0.798054047,0.076470344,-0.849388334,0.178383817,0.331887232,0.153135542,0.04745268,-0.503045459,0.375034944,0.153735576,0.316475157,-0.961376088,2,5,1
high_082,high,35.45,37.35,0.949129853,0.268292683,0.609756098,0.44,20,20,1.05,5.237944724,34.62502138,1.979979783,3.426945171,25.78101096,1.331749893,1.940179892,0.323577278,0.168013456,0.48015273,0.268042644,0.393687384,0.197074538,0.357084068,-0.40016285,0.765386889,0.056304457,-0.115197148,-0.229183197,0.786879727,0.057468777,-0.050481143,-0.766922108,0.31736415,0.145942296,0.712622561,0.162374235,0.361939929,0.16596849,0.518522529,-1.101726504,2,15,1
high_083,high,53.29411765,35.8125,1.488142901,0.411764706,1.058823529,0.388888889,16,17,1.125,4.264284345,49.72645763,1.516993175,1.859202333,30.70769448,2.046638544,5.856587166,0.339049798,0.189055521,0.582844874,-0.178296839,0.390782987,0.213428727,0.220843115,-0.431345795,0.761642912,0.062806236,-0.255240139,-0.602774694,0.77712061,0.064300296,-0.471376325,-0.208959016,0.286601832,0.124903202,0.295217704,-0.272561105,0.329353811,0.139815821,0.464400693,-0.335227395,2,8,1
high_084,high,64.4,52.07142857,1.236762689,1,0.7,1.428571429,14,15,1.142857143,3.957510345,43.47051546,0.185548613,-1.27826014,53.66056321,2.183688459,4.760198398,0.391426854,0.203696902,0.615309287,-0.235791386,0.441392118,0.192598888,0.602576767,-0.818401535,0.806040369,0.04657477,-0.016208031,-0.614590431,0.818214427,0.037131955,-0.118939162,0.591386633,0.290318629,0.124653889,0.188484253,-0.184147823,0.336926705,0.10854336,-0.043491213,0.945740276,1,11,1
high_085,high,59.57894737,34.77777778,1.713132672,0.236842105,1.447368421,0.163636364,18,19,1.111111111,4.668547718,44.00039872,0.947399399,0.078153433,22.00683198,1.17613995,1.19569831,0.392663201,0.201709413,0.213767001,-0.34911929,0.441563211,0.185566968,-0.078771069,-0.820270956,0.777698081,0.063845921,-0.285794339,-0.639759734,0.794191955,0.06282952,-0.670012582,-0.731778412,0.322893435,0.153119546,0.50123322,-0.360235931,0.373472322,0.151766578,0.323614406,-0.81629967,1,9,1
high_086,high,26.52941176,46.94117647,0.565162907,0.8,0.628571429,1.272727273,17,17,1.058823529,4.263290909,23.98467648,1.822794951,4.768024478,27.47833371,0.583125222,0.890920611,0.321958383,0.193494241,0.494471314,-0.28966651,0.347022129,0.158429729,0.530051242,-0.539903273,0.789915505,0.069353408,-0.495027813,-0.683677453,0.793504457,0.076034027,-0.630823574,-0.790492621,0.303087074,0.12937523,0.241235173,-0.231494177,0.356438193,0.138583518,0.195842732,-0.753788073,1,10,1
high_087,high,55.21428571,57.30769231,0.963470757,0.928571429,0.535714286,1.733333333,13,14,1.153846154,5.255367347,63.22874051,1.640025109,1.912132644,35.05801053,0.487932188,0.167020173,0.376180862,0.222286624,0.450888219,-0.663069212,0.42529855,0.245074888,-0.088201724,-1.30159205,0.774116087,0.064848367,-0.515785921,-0.330060896,0.785553096,0.064759316,-0.913155354,0.911579583,0.278967795,0.117419871,0.413002307,0.398367096,0.280541518,0.110888089,0.441471199,0.312399615,1,9,1
high_088,high,35.23529412,47.70588235,0.738594328,0.428571429,0.971428571,0.441176471,17,17,1.058823529,4.082902834,49.07841864,2.913315625,9.795289755,35.26996723,0.114459709,-1.363030828,0.335916046,0.208420633,0.530353944,-0.318991485,0.360924393,0.18949452,0.368301303,-0.533259827,0.762810676,0.069487583,0.099191608,-0.308118478,0.753617203,0.067431497,-0.398205737,-0.484524332,0.32653251,0.154403169,0.635758916,0.08542016,0.344725764,0.149863467,0.106211603,-0.959628738,1,10,1
high_089,high,31.61538462,23.79166667,1.328842786,0.176470588,0.294117647,0.6,24,26,1.125,5.959900498,32.55650709,2.828904363,10.0826541,26.64905442,2.305135265,6.052037723,0.275559386,0.166635411,0.562358824,0.199217807,0.279496699,0.160144935,0.585043362,-0.113613788,0.744406904,0.065890145,0.125156849,-0.409257955,0.752418088,0.069177576,-0.185595562,-0.955827775,0.290719563,0.13248385,0.799766535,1.033873458,0.322941072,0.144136768,0.814291038,0.467845391,1,18,1
high_090,high,27.69565217,48.66666667,0.569088743,1.1875,0.270833333,4.384615385,24,23,1,5.40477551,24.17067115,1.375974409,1.948107483,41.58142004,1.039532387,1.031770996,0.340353532,0.209376498,0.413835621,-0.438989758,0.346392062,0.191377835,0.429213667,0.498572118,0.781832289,0.066009115,0.00915719,-0.810064177,0.769910896,0.064196921,0.000193326,-0.640269617,0.329368902,0.166449671,0.469037233,-0.250989947,0.349555172,0.150548152,0.322126342,-0.728786857,1,11,1
high_091,high,21.75,27.4,0.79379562,0.21875,0.4375,0.5,15,16,1.133333333,6.616153061,13.35914169,0.856893059,-0.101183674,28.59270636,1.618449808,1.588864892,0.292186976,0.143465021,0.460344322,0.181380197,0.342075227,0.167295761,0.273110096,-0.347235037,0.769396922,0.055479985,-0.187373051,-0.361333557,0.767881761,0.058412288,0.046553865,-0.887582159,0.288063714,0.127487187,0.564722521,0.269463703,0.316327177,0.150376476,0.449120297,-0.57571296,1,10,1
high_092,high,43.84210526,73.78947368,0.594151213,1.153846154,0.58974359,1.956521739,19,19,1.052631579,5.29147191,40.03507234,1.335989598,0.726786433,42.19870844,0.860689738,0.391933633,0.427611468,0.219352398,0.465231291,-0.64546101,0.465760398,0.210840209,0.556167623,-0.607288528,0.795412285,0.055355622,-0.328191684,-0.18374966,0.799756938,0.053500002,-0.109996813,-0.618918837,0.269120128,0.141137791,0.265202591,-0.343393469,0.342702886,0.137662307,0.259133568,-0.025642193,1,4,1
high_093,high,38.53333333,21.78571429,1.768743169,0.333333333,1.1,0.303030303,14,15,1.142857143,4.794925373,17.36114984,0.662799766,0.329779924,14.26765342,0.612740439,-0.235688691,0.320299072,0.170379077,0.088614934,-0.574097267,0.344761887,0.148679152,0.105916397,-0.789839856,0.744408775,0.083719587,-0.109129243,-0.466987081,0.756900841,0.092731804,-0.72212257,-0.373390981,0.339930707,0.153516476,0.377776478,-0.44810225,0.405885619,0.166676188,0.024337814,-1.286264897,2,6,1
high_094,high,53.76923077,48,1.120192308,0.678571429,0.678571429,1,14,13,1,,27.57762936,0.278432184,-0.783956236,41.75385749,1.244623553,0.790353032,0.404704319,0.20190637,0.246108624,-0.468813242,0.430130599,0.246375077,-0.014124752,-1.063015606,0.79647666,0.067272568,-0.098543973,-0.859544133,0.801780652,0.083557495,-0.234191769,-1.196195815,0.365220015,0.176834297,0.126291027,-0.819329594,0.383969688,0.19473541,0.076900018,-0.513495992,1,9,1
high_095,high,59.07692308,21.92307692,2.694736842,0.148148148,0.925925926,0.16,13,13,1.076923077,4.399358491,55.79943479,1.48068259,2.035371225,16.93350495,1.27066063,1.262550345,0.30172067,0.187433382,0.7712995,0.678525688,0.341287638,0.144347221,1.224133261,2.363729444,0.743443971,0.074466778,-0.120292475,-0.109629069,0.772910368,0.05776549,0.052421867,-1.046342743,0.296522411,0.139164933,0.496107051,0.095455562,0.394934414,0.132130346,0.16215602,-0.594528361,1,6,1
high_096,high,77.83333333,23.63636364,3.292948718,0.291666667,1,0.291666667,11,12,1.181818182,4.580179775,68.5682584,1.136786661,0.492708493,20.29912672,0.846280224,-0.185196156,0.343965788,0.226093321,0.487800554,-0.447245824,0.332487408,0.177968373,-0.165450169,-1.407568689,0.772310693,0.071636228,-0.024059747,-0.541464448,0.756428376,0.051919629,-0.195744369,-0.053650784,0.337357673,0.173184638,0.504213531,-0.864551868,0.288234879,0.116481367,0.709145103,0.11164942,1,7,1
high_097,high,134.6666667,26.33333333,5.113924051,0.571428571,2.714285714,0.210526316,3,3,1.333333333,,95.82449235,1.414907805,,27.42869544,1.729461148,,0.432142344,0.349367572,0.162852997,-1.837750044,0.339451612,0.341747507,0.661126225,-1.498001302,0.774987876,0.095266063,-0.166088001,-1.34001766,0.748758386,0.086865705,-0.508476283,-1.412731901,0.299212485,0.14664285,0.100018334,-1.374353515,0.294411172,0.139607096,0.203464046,-1.27356245,2,4,1
high_098,high,49.48387097,58.74074074,0.842411423,0.694915254,0.559322034,1.242424242,27,31,1.185185185,4.882332632,52.17781838,3.124751711,11.94200571,36.97670014,0.330731757,-1.144243511,0.375761989,0.213776151,0.518873023,-0.34234507,0.449442717,0.210917392,0.430679611,-0.580243166,0.780874317,0.058647291,0.115786301,-0.644799749,0.815250235,0.054153955,-0.466020964,-0.227158894,0.296114085,0.142747279,0.577443662,-0.027788611,0.421717852,0.137809574,0.133328235,-0.264588205,2,13,1
high_099,high,36.34146341,27.07894737,1.342055986,0.2625,0.525,0.5,38,41,1.105263158,4.58300978,38.40612565,2.520583869,7.348410876,14.53119957,0.15152061,-0.748810736,0.303243793,0.163338221,0.439620746,0.131550119,0.352088205,0.186845094,0.095682514,-0.52583585,0.767649742,0.065958001,-0.36350758,-0.209505165,0.788730447,0.06113981,-0.206271014,-0.456244835,0.331945316,0.135016983,0.413465951,-0.145974165,0.392088222,0.158317587,-0.00459091,-0.547296413,2,15,1
high_100,high,36.17647059,62.4375,0.579402932,0.705882353,0.352941176,2,16,17,1.125,5.364478599,36.36659747,2.510041425,7.437197063,19.1066088,0.060235896,-0.740380896,0.427776829,0.169859814,0.164895105,-0.26846113,0.459107249,0.188102585,0.288401519,-0.196626683,0.788407255,0.060313344,-0.471758519,0.108140802,0.808361046,0.05705849,-0.340553218,-0.335607848,0.377192368,0.169522751,-0.022999847,-0.601532363,0.460260747,0.16664181,-0.537335389,-0.686043388,1,12,1
high_101,high,38,21,1.80952381,0.083333333,0.083333333,1,6,5,1,7.261984375,37.43661309,0.677706367,-2.777389905,15.40129865,1.291912694,0.132554052,0.362539265,0.152885767,0.228484285,-0.446257725,0.441115625,0.13882487,-0.422528231,-0.957558916,0.793735212,0.04948043,-0.634606484,1.423398552,0.798991122,0.045251261,-1.482475124,1.866327099,0.347288302,0.115015019,1.037919912,0.748431152,0.366275233,0.116219144,1.357399046,0.651198368,1,2,0
high_102,high,11.25,16.28571429,0.690789474,0.058823529,0.294117647,0.2,7,8,1.428571429,,5.007137762,-0.278804271,-0.661903718,11.68637791,0.82388596,-0.842908037,0.254208267,0.144173014,0.240389918,-0.211371977,0.287254203,0.176614362,0.405947298,-0.591195282,0.732667188,0.066440717,0.021317696,-0.788356871,0.741884544,0.061171182,-0.050213295,-0.928446326,0.265924322,0.125348029,0.453828272,-0.05745743,0.305094274,0.13903703,0.664982936,-0.438622593,1,5,1
high_103,high,41.23529412,38.25,1.078046905,0.441176471,0.529411765,0.833333333,16,17,1.125,5.226059459,22.92250371,0.21635854,-0.938009447,37.25318778,2.926401029,10.245503,0.342045233,0.175481266,0.071417234,-0.628924414,0.361359245,0.17030747,-0.112486874,-0.69142211,0.776201783,0.055884933,-0.435703408,-0.254628929,0.789537287,0.067049157,-0.605177657,-0.775333,0.274735825,0.125428722,0.506596193,-0.028671513,0.332917067,0.131638935,0.196870468,-0.517567798,1,7,1
high_104,high,42.31578947,17.45238095,2.42464278,0.24691358,0.50617284,0.487804878,42,38,0.928571429,,69.69163945,4.328627602,21.22201617,17.84103571,1.647798522,3.423144052,0.253472514,0.177392935,0.630848644,0.547627617,0.291473002,0.173468595,0.038524407,-0.711631709,0.738248378,0.06644172,-0.128724195,-0.259193177,0.74078,0.067844294,-0.281254706,-1.096333236,0.29600773,0.13577471,0.601560407,0.699838643,0.291887688,0.141275361,0.201586445,-0.791876335,1,19,1
high_105,high,49.41176471,78.05555556,0.633033284,1.277777778,0.527777778,2.421052632,18,17,1,5.345410334,27.12484752,1.542883667,3.18403394,37.95116401,0.076875779,-0.081080359,0.490113165,0.21440739,-0.034230338,-0.913061681,0.519307406,0.192568269,-0.212788406,-0.845310289,0.812713425,0.053922132,-0.701649136,0.485693942,0.820222546,0.061867294,-1.115420438,1.086504453,0.359464274,0.127058821,0.339918507,0.09271008,0.431401133,0.136040911,0.501286306,-0.223597904,1,11,1
